@relation 'snmp-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6'

@attribute Source {172.31.19.54,172.31.19.73,192.168.0.2,192.168.0.1,10.10.10.23,10.10.10.22,192.168.0.253,192.168.0.10}
@attribute Destination {172.31.19.73,172.31.19.54,224.0.1.35,172.31.19.255,192.168.0.1,192.168.0.2,10.10.10.22,10.10.10.23,192.168.0.10,192.168.0.253}
@attribute Protocol {SNMP,SRVLOC,NBNS,BROWSER,ICMP,TCP,TELNET,BitTorrent,TFTP,HTTP}
@attribute Length numeric
@attribute Info {'get-request 1.3.6.1.2.1.1.2.0','get-response 1.3.6.1.2.1.1.2.0','get-request 1.3.6.1.2.1.1.5.0 1.3.6.1.2.1.1.6.0','get-response 1.3.6.1.2.1.1.5.0 1.3.6.1.2.1.1.6.0','get-request 1.3.6.1.2.1.2.2.1.6.1','get-response 1.3.6.1.2.1.2.2.1.6.1','get-request 1.3.6.1.4.1.253.8.64.4.2.1.7.10.14130104 1.3.6.1.4.1.253.8.64.4.2.1.7.10.14130102 1.3.6.1.4.1.253.8.64.4.2.1.5.10.14130400','get-response 1.3.6.1.4.1.253.8.64.4.2.1.7.10.14130104 1.3.6.1.4.1.253.8.64.4.2.1.7.10.14130102 1.3.6.1.4.1.253.8.64.4.2.1.5.10.14130400','get-request 1.3.6.1.2.1.43.14.1.1.6.1.5','get-response 1.3.6.1.2.1.43.14.1.1.6.1.5','get-request 1.3.6.1.4.1.253.8.64.4.2.1.5.10.14150900','get-response 1.3.6.1.4.1.253.8.64.4.2.1.5.10.14150900','get-request 1.3.6.1.4.1.253.8.51.8.1.3.0 1.3.6.1.4.1.253.8.51.8.1.1.0','get-response 1.3.6.1.4.1.253.8.51.8.1.3.0 1.3.6.1.4.1.253.8.51.8.1.1.0','set-request 1.3.6.1.4.1.253.8.51.8.2.1.2.1 1.3.6.1.4.1.253.8.51.8.2.1.3.1 1.3.6.1.4.1.253.8.51.8.2.1.4.1 1.3.6.1.4.1.253.8.51.8.2.1.5.1','get-response 1.3.6.1.4.1.253.8.51.8.2.1.2.1 1.3.6.1.4.1.253.8.51.8.2.1.3.1 1.3.6.1.4.1.253.8.51.8.2.1.4.1 1.3.6.1.4.1.253.8.51.8.2.1.5.1','set-request 1.3.6.1.4.1.253.8.51.9.2.1.2.10.1','get-response 1.3.6.1.4.1.253.8.51.9.2.1.2.10.1','set-request 1.3.6.1.4.1.253.8.51.10.2.1.7.10.14130101 1.3.6.1.4.1.253.8.51.10.2.1.5.10.14130400 1.3.6.1.4.1.253.8.51.10.2.1.7.10.14130102 1.3.6.1.4.1.253.8.51.10.2.1.7.10.14130104','get-response 1.3.6.1.4.1.253.8.51.10.2.1.7.10.14130101 1.3.6.1.4.1.253.8.51.10.2.1.5.10.14130400 1.3.6.1.4.1.253.8.51.10.2.1.7.10.14130102 1.3.6.1.4.1.253.8.51.10.2.1.7.10.14130104','set-request 1.3.6.1.4.1.253.8.51.9.2.1.2.10.1 1.3.6.1.4.1.253.8.51.9.2.1.4.10.1 1.3.6.1.4.1.253.8.51.9.2.1.3.10.1','get-response 1.3.6.1.4.1.253.8.51.9.2.1.2.10.1 1.3.6.1.4.1.253.8.51.9.2.1.4.10.1 1.3.6.1.4.1.253.8.51.9.2.1.3.10.1','get-request 1.3.6.1.4.1.253.8.51.9.2.1.5.10.1 1.3.6.1.4.1.253.8.51.9.2.1.6.10.1','get-response 1.3.6.1.4.1.253.8.51.9.2.1.5.10.1 1.3.6.1.4.1.253.8.51.9.2.1.6.10.1','set-request 1.3.6.1.4.1.253.8.51.9.2.1.4.10.1','get-response 1.3.6.1.4.1.253.8.51.9.2.1.4.10.1','Service Request, V1 Transaction ID - 1','Registration NB OKI-15E6BC<20>','Registration NB OKI-15E6BC<03>','Registration NB OKI-15E6BC<00>','Registration NB OKI-15E6BC<1f>','Registration NB WORKGROUP<1e>','Registration NB WORKGROUP<00>','Host Announcement OKI-15E6BC, Workstation, Server, Print Queue Server, Windows for Workgroups, Potential Browser, Windows 95 or above','get-request 1.3.6.1.2.1.1.3.0','Destination unreachable (Port unreachable)','Browser Election Request','get-response 1.3.6.1.2.1.1.3.0','1254 > 23 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=1444389 TSecr=0 WS=1','23 > 1254 [SYN, ACK] Seq=0 Ack=1 Win=17376 Len=0 MSS=1448 WS=1 TSval=346979 TSecr=1444389','1254 > 23 [ACK] Seq=1 Ack=1 Win=32120 Len=0 TSval=1444389 TSecr=346979','Telnet Data ...','1254 > 23 [ACK] Seq=28 Ack=4 Win=32120 Len=0 TSval=1444404 TSecr=346980','23 > 1254 [ACK] Seq=4 Ack=31 Win=17376 Len=0 TSval=346980 TSecr=1444404','23 > 1254 [ACK] Seq=29 Ack=95 Win=17312 Len=0 TSval=346980 TSecr=1444405','23 > 1254 [ACK] Seq=47 Ack=104 Win=17367 Len=0 TSval=346980 TSecr=1444405','23 > 1254 [ACK] Seq=71 Ack=189 Win=17291 Len=0 TSval=346980 TSecr=1444405','23 > 1254 [ACK] Seq=74 Ack=192 Win=17373 Len=0 TSval=346980 TSecr=1444407','23 > 1254 [ACK] Seq=86 Ack=198 Win=17370 Len=0 TSval=346980 TSecr=1444409','1254 > 23 [ACK] Seq=198 Ack=101 Win=32120 Len=0 TSval=1444411 TSecr=346980','1254 > 23 [ACK] Seq=198 Ack=133 Win=32120 Len=0 TSval=1444413 TSecr=346980','1254 > 23 [ACK] Seq=198 Ack=140 Win=32120 Len=0 TSval=1444522 TSecr=346982','23 > 1254 [ACK] Seq=140 Ack=204 Win=17376 Len=0 TSval=346995 TSecr=1445149','1254 > 23 [ACK] Seq=204 Ack=143 Win=32120 Len=0 TSval=1445151 TSecr=346995','1254 > 23 [ACK] Seq=204 Ack=146 Win=32120 Len=0 TSval=1445153 TSecr=346995','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=204 Ack=146 Win=32120 Len=0 TSval=1445260 TSecr=346995','1254 > 23 [ACK] Seq=205 Ack=147 Win=32120 Len=0 TSval=1445263 TSecr=346997','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=205 Ack=147 Win=32120 Len=0 TSval=1445283 TSecr=346997','1254 > 23 [ACK] Seq=206 Ack=148 Win=32120 Len=0 TSval=1445285 TSecr=346997','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=206 Ack=148 Win=32120 Len=0 TSval=1445301 TSecr=346997','1254 > 23 [ACK] Seq=207 Ack=149 Win=32120 Len=0 TSval=1445304 TSecr=346998','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=207 Ack=149 Win=32120 Len=0 TSval=1445311 TSecr=346998','1254 > 23 [ACK] Seq=208 Ack=150 Win=32120 Len=0 TSval=1445313 TSecr=346998','23 > 1254 [ACK] Seq=150 Ack=210 Win=17376 Len=0 TSval=346998 TSecr=1445333','1254 > 23 [ACK] Seq=210 Ack=152 Win=32120 Len=0 TSval=1445336 TSecr=346998','1254 > 23 [ACK] Seq=210 Ack=161 Win=32120 Len=0 TSval=1445338 TSecr=346998','23 > 1254 [ACK] Seq=161 Ack=211 Win=17376 Len=0 TSval=347001 TSecr=1445460','23 > 1254 [ACK] Seq=161 Ack=212 Win=17376 Len=0 TSval=347002 TSecr=1445504','23 > 1254 [ACK] Seq=161 Ack=213 Win=17376 Len=0 TSval=347003 TSecr=1445552','23 > 1254 [ACK] Seq=161 Ack=214 Win=17376 Len=0 TSval=347003 TSecr=1445582','23 > 1254 [ACK] Seq=161 Ack=216 Win=17376 Len=0 TSval=347006 TSecr=1445718','1254 > 23 [ACK] Seq=216 Ack=163 Win=32120 Len=0 TSval=1445747 TSecr=347006','1254 > 23 [ACK] Seq=216 Ack=223 Win=32120 Len=0 TSval=1445873 TSecr=347009','1254 > 23 [ACK] Seq=216 Ack=261 Win=32120 Len=0 TSval=1445875 TSecr=347009','1254 > 23 [ACK] Seq=216 Ack=711 Win=32120 Len=0 TSval=1445877 TSecr=347009','1254 > 23 [ACK] Seq=216 Ack=713 Win=32120 Len=0 TSval=1445879 TSecr=347009','23 > 1254 [ACK] Seq=713 Ack=217 Win=17376 Len=0 TSval=347012 TSecr=1446017','1254 > 23 [ACK] Seq=217 Ack=714 Win=32120 Len=0 TSval=1446019 TSecr=347012','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=217 Ack=714 Win=32120 Len=0 TSval=1446068 TSecr=347012','1254 > 23 [ACK] Seq=218 Ack=715 Win=32120 Len=0 TSval=1446070 TSecr=347013','1254 > 23 [PSH, ACK] Seq=218 Ack=715 Win=32120 Len=0 TSval=1446178 TSecr=347013','1254 > 23 [ACK] Seq=220 Ack=717 Win=32120 Len=0 TSval=1446181 TSecr=347015','1254 > 23 [ACK] Seq=220 Ack=719 Win=32120 Len=0 TSval=1446184 TSecr=347015','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=220 Ack=719 Win=32120 Len=0 TSval=1446339 TSecr=347015','1254 > 23 [ACK] Seq=221 Ack=720 Win=32120 Len=0 TSval=1446341 TSecr=347018','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=221 Ack=720 Win=32120 Len=0 TSval=1446376 TSecr=347018','1254 > 23 [ACK] Seq=222 Ack=721 Win=32120 Len=0 TSval=1446378 TSecr=347019','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=222 Ack=721 Win=32120 Len=0 TSval=1446406 TSecr=347019','1254 > 23 [ACK] Seq=223 Ack=722 Win=32120 Len=0 TSval=1446408 TSecr=347020','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=223 Ack=722 Win=32120 Len=0 TSval=1446456 TSecr=347020','1254 > 23 [ACK] Seq=224 Ack=723 Win=32120 Len=0 TSval=1446458 TSecr=347021','23 > 1254 [ACK] Seq=723 Ack=225 Win=17376 Len=0 TSval=347021 TSecr=1446479','1254 > 23 [ACK] Seq=225 Ack=724 Win=32120 Len=0 TSval=1446481 TSecr=347021','23 > 1254 [ACK] Seq=724 Ack=227 Win=17376 Len=0 TSval=347023 TSecr=1446598','1254 > 23 [ACK] Seq=227 Ack=726 Win=32120 Len=0 TSval=1446601 TSecr=347024','1254 > 23 [ACK] Seq=227 Ack=795 Win=32120 Len=0 TSval=1446606 TSecr=347024','1254 > 23 [ACK] Seq=227 Ack=797 Win=32120 Len=0 TSval=1446608 TSecr=347024','23 > 1254 [ACK] Seq=797 Ack=228 Win=17376 Len=0 TSval=347026 TSecr=1446721','1254 > 23 [ACK] Seq=228 Ack=798 Win=32120 Len=0 TSval=1446723 TSecr=347026','23 > 1254 [ACK] Seq=798 Ack=229 Win=17376 Len=0 TSval=347027 TSecr=1446774','1254 > 23 [ACK] Seq=229 Ack=799 Win=32120 Len=0 TSval=1446776 TSecr=347027','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=229 Ack=799 Win=32120 Len=0 TSval=1446809 TSecr=347027','1254 > 23 [ACK] Seq=230 Ack=800 Win=32120 Len=0 TSval=1446811 TSecr=347028','23 > 1254 [ACK] Seq=800 Ack=231 Win=17376 Len=0 TSval=347028 TSecr=1446838','1254 > 23 [ACK] Seq=231 Ack=801 Win=32120 Len=0 TSval=1446840 TSecr=347028','23 > 1254 [ACK] Seq=801 Ack=232 Win=17376 Len=0 TSval=347029 TSecr=1446868','1254 > 23 [ACK] Seq=232 Ack=802 Win=32120 Len=0 TSval=1446871 TSecr=347029','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=232 Ack=802 Win=32120 Len=0 TSval=1446916 TSecr=347029','1254 > 23 [ACK] Seq=233 Ack=803 Win=32120 Len=0 TSval=1446919 TSecr=347030','23 > 1254 [ACK] Seq=803 Ack=234 Win=17376 Len=0 TSval=347031 TSecr=1446954','1254 > 23 [ACK] Seq=234 Ack=804 Win=32120 Len=0 TSval=1446956 TSecr=347031','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=234 Ack=804 Win=32120 Len=0 TSval=1446981 TSecr=347031','1254 > 23 [ACK] Seq=235 Ack=805 Win=32120 Len=0 TSval=1446984 TSecr=347031','23 > 1254 [ACK] Seq=805 Ack=236 Win=17376 Len=0 TSval=347032 TSecr=1447003','1254 > 23 [ACK] Seq=236 Ack=806 Win=32120 Len=0 TSval=1447006 TSecr=347032','23 > 1254 [ACK] Seq=806 Ack=237 Win=17376 Len=0 TSval=347032 TSecr=1447027','1254 > 23 [ACK] Seq=237 Ack=807 Win=32120 Len=0 TSval=1447030 TSecr=347032','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=237 Ack=807 Win=32120 Len=0 TSval=1447052 TSecr=347032','1254 > 23 [ACK] Seq=238 Ack=808 Win=32120 Len=0 TSval=1447054 TSecr=347033','23 > 1254 [ACK] Seq=808 Ack=239 Win=17376 Len=0 TSval=347034 TSecr=1447121','1254 > 23 [ACK] Seq=239 Ack=809 Win=32120 Len=0 TSval=1447123 TSecr=347034','23 > 1254 [ACK] Seq=809 Ack=240 Win=17376 Len=0 TSval=347035 TSecr=1447151','1254 > 23 [ACK] Seq=240 Ack=810 Win=32120 Len=0 TSval=1447154 TSecr=347035','23 > 1254 [ACK] Seq=810 Ack=241 Win=17376 Len=0 TSval=347035 TSecr=1447174','1254 > 23 [ACK] Seq=241 Ack=811 Win=32120 Len=0 TSval=1447177 TSecr=347035','23 > 1254 [ACK] Seq=811 Ack=242 Win=17376 Len=0 TSval=347036 TSecr=1447216','1254 > 23 [ACK] Seq=242 Ack=812 Win=32120 Len=0 TSval=1447218 TSecr=347036','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=242 Ack=812 Win=32120 Len=0 TSval=1447292 TSecr=347036','1254 > 23 [ACK] Seq=243 Ack=813 Win=32120 Len=0 TSval=1447294 TSecr=347037','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=243 Ack=813 Win=32120 Len=0 TSval=1447316 TSecr=347037','1254 > 23 [ACK] Seq=244 Ack=814 Win=32120 Len=0 TSval=1447318 TSecr=347038','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=244 Ack=814 Win=32120 Len=0 TSval=1447341 TSecr=347038','1254 > 23 [ACK] Seq=245 Ack=815 Win=32120 Len=0 TSval=1447344 TSecr=347038','23 > 1254 [ACK] Seq=815 Ack=246 Win=17376 Len=0 TSval=347040 TSecr=1447399','1254 > 23 [ACK] Seq=246 Ack=816 Win=32120 Len=0 TSval=1447402 TSecr=347040','23 > 1254 [ACK] Seq=816 Ack=247 Win=17376 Len=0 TSval=347040 TSecr=1447419','1254 > 23 [ACK] Seq=247 Ack=817 Win=32120 Len=0 TSval=1447421 TSecr=347040','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=247 Ack=817 Win=32120 Len=0 TSval=1447476 TSecr=347040','1254 > 23 [ACK] Seq=248 Ack=818 Win=32120 Len=0 TSval=1447478 TSecr=347041','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=248 Ack=818 Win=32120 Len=0 TSval=1447565 TSecr=347041','1254 > 23 [ACK] Seq=249 Ack=819 Win=32120 Len=0 TSval=1447567 TSecr=347043','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=249 Ack=819 Win=32120 Len=0 TSval=1447575 TSecr=347043','1254 > 23 [ACK] Seq=250 Ack=820 Win=32120 Len=0 TSval=1447577 TSecr=347043','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=250 Ack=820 Win=32120 Len=0 TSval=1447582 TSecr=347043','1254 > 23 [ACK] Seq=251 Ack=821 Win=32120 Len=0 TSval=1447585 TSecr=347043','1254 > 23 [PSH, ACK] Seq=251 Ack=821 Win=32120 Len=0 TSval=1447780 TSecr=347043','1254 > 23 [ACK] Seq=253 Ack=823 Win=32120 Len=0 TSval=1447783 TSecr=347047','1254 > 23 [ACK] Seq=253 Ack=874 Win=32120 Len=0 TSval=1447827 TSecr=347048','1254 > 23 [ACK] Seq=253 Ack=938 Win=32120 Len=0 TSval=1447835 TSecr=347048','1254 > 23 [ACK] Seq=253 Ack=1002 Win=32120 Len=0 TSval=1447934 TSecr=347050','1254 > 23 [ACK] Seq=253 Ack=1066 Win=32120 Len=0 TSval=1448034 TSecr=347052','1254 > 23 [ACK] Seq=253 Ack=1130 Win=32120 Len=0 TSval=1448134 TSecr=347054','1254 > 23 [ACK] Seq=253 Ack=1194 Win=32120 Len=0 TSval=1448234 TSecr=347056','1254 > 23 [ACK] Seq=253 Ack=1258 Win=32120 Len=0 TSval=1448334 TSecr=347058','1254 > 23 [ACK] Seq=253 Ack=1322 Win=32120 Len=0 TSval=1448434 TSecr=347060','1254 > 23 [ACK] Seq=253 Ack=1386 Win=32120 Len=0 TSval=1448534 TSecr=347062','1254 > 23 [ACK] Seq=253 Ack=1450 Win=32120 Len=0 TSval=1448734 TSecr=347066','1254 > 23 [ACK] Seq=253 Ack=1515 Win=32120 Len=0 TSval=1448834 TSecr=347068','1254 > 23 [ACK] Seq=253 Ack=1580 Win=32120 Len=0 TSval=1448934 TSecr=347070','23 > 1254 [ACK] Seq=1580 Ack=254 Win=17376 Len=0 TSval=347072 TSecr=1449029','Telnet Data ...[Malformed Packet]','1254 > 23 [ACK] Seq=254 Ack=1582 Win=32120 Len=0 TSval=1449032 TSecr=347072','1254 > 23 [ACK] Seq=254 Ack=1739 Win=32120 Len=0 TSval=1449034 TSecr=347072','23 > 1254 [ACK] Seq=1739 Ack=255 Win=17376 Len=0 TSval=347077 TSecr=1449296','1254 > 23 [ACK] Seq=255 Ack=1740 Win=32120 Len=0 TSval=1449298 TSecr=347077','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=255 Ack=1740 Win=32120 Len=0 TSval=1449384 TSecr=347077','1254 > 23 [ACK] Seq=256 Ack=1741 Win=32120 Len=0 TSval=1449386 TSecr=347079','23 > 1254 [ACK] Seq=1741 Ack=257 Win=17376 Len=0 TSval=347081 TSecr=1449467','1254 > 23 [ACK] Seq=257 Ack=1742 Win=32120 Len=0 TSval=1449469 TSecr=347081','[TCP Keep-Alive] 1254 > 23 [PSH, ACK] Seq=257 Ack=1742 Win=32120 Len=0 TSval=1449659 TSecr=347081','1254 > 23 [ACK] Seq=258 Ack=1743 Win=32120 Len=0 TSval=1449661 TSecr=347085','1254 > 23 [PSH, ACK] Seq=258 Ack=1743 Win=32120 Len=0 TSval=1449829 TSecr=347085','23 > 1254 [FIN, ACK] Seq=1743 Ack=260 Win=17376 Len=0 TSval=347088 TSecr=1449829','1254 > 23 [ACK] Seq=260 Ack=1744 Win=32120 Len=0 TSval=1449830 TSecr=347088','1254 > 23 [FIN, ACK] Seq=260 Ack=1744 Win=32120 Len=0 TSval=1449830 TSecr=347088','23 > 1254 [ACK] Seq=1744 Ack=261 Win=17375 Len=0 TSval=347088 TSecr=1449830','Handshake  ','Handshake  Extended  Bitfield, Len:0x35  Have, Piece (Idx:0x8a)  Have, Piece (Idx:0xa0)  Have, Piece (Idx:0x59)  Have, Piece (Idx:0x15c)  Have, Piece (Idx:0x130)  Have, Piece (Idx:0x120)  Have, Piece (Idx:0x105)  Have, Piece (Idx:0x44)  Have, Piece (Idx:0xd9)  Have, Piece (Idx:0xae)  Have, Piece (Idx:0x17e)  Have, Piece (Idx:0x153)  Have, Piece (Idx:0x123)  Have, Piece (Idx:0xf0)  Have, Piece (Idx:0x2c)  Have, Piece (Idx:0x117)  Have, Piece (Idx:0x13)  Have, Piece (Idx:0x31)  Have, Piece (Idx:0x14f)  Have, Piece (Idx:0xb9)  Have, Piece (Idx:0x19b)  Have, Piece (Idx:0x5d)  Have, Piece (Idx:0xf4)  Have, Piece (Idx:0x1f)  ','Extended  Interested  ','Unchoke  ','Request, Piece (Idx:0x48,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x48,Begin:0x4000,Len:0x4000)  ','[TCP Previous segment not captured] Continuation data  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x48,Begin:0x8000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x48,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x156,Begin:0x0,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x156,Begin:0x4000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x156,Begin:0x8000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x156,Begin:0xc000,Len:0x4000)  Request, Piece (Idx:0x157,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x157,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x157,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0x157,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x140,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x140,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x140,Begin:0x8000,Len:0x4000)  ','[TCP ACKed unseen segment] Have, Piece (Idx:0x48)  Request, Piece (Idx:0x140,Begin:0xc000,Len:0x4000)  Request, Piece (Idx:0x37,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x37,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x37,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0x37,Begin:0xc000,Len:0x4000)  ','[TCP Previous segment not captured] Unchoke  ','[TCP ACKed unseen segment] Request, Piece (Idx:0xf,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0xf,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0xf,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0xf,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x36,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x36,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x36,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0x36,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0x10d,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x10d,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x10d,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0x10d,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Request, Piece (Idx:0xe5,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0xe5,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0xe5,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0xe5,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Have, Piece (Idx:0x156)  Have, Piece (Idx:0xf)  Have, Piece (Idx:0x37)  Have, Piece (Idx:0x140)  Have, Piece (Idx:0x157)  Request, Piece (Idx:0x106,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x106,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x106,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0x106,Begin:0xc000,Len:0x4000)  ','[TCP ACKed unseen segment] Have, Piece (Idx:0x36)  Request, Piece (Idx:0x178,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0x178,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0x178,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0x178,Begin:0xc000,Len:0x4000)  Request, Piece (Idx:0xec,Begin:0x0,Len:0x4000)  Request, Piece (Idx:0xec,Begin:0x4000,Len:0x4000)  Request, Piece (Idx:0xec,Begin:0x8000,Len:0x4000)  Request, Piece (Idx:0xec,Begin:0xc000,Len:0x4000)  ','[TCP Previous segment not captured] Port  ','[TCP ACKed unseen segment] [TCP Previous segment not captured] Continuation data  ','Read Request, File: rfc1350.txt, Transfer type: octet','Data Packet, Block: 1','Acknowledgement, Block: 1','Data Packet, Block: 2','Acknowledgement, Block: 2','Data Packet, Block: 3','Acknowledgement, Block: 3','Data Packet, Block: 4','Acknowledgement, Block: 4','Data Packet, Block: 5','Acknowledgement, Block: 5','Data Packet, Block: 6','Acknowledgement, Block: 6','Data Packet, Block: 7','Acknowledgement, Block: 7','Data Packet, Block: 8','Acknowledgement, Block: 8','Data Packet, Block: 9','Acknowledgement, Block: 9','Data Packet, Block: 10','Acknowledgement, Block: 10','Data Packet, Block: 11','Acknowledgement, Block: 11','Data Packet, Block: 12','Acknowledgement, Block: 12','Data Packet, Block: 13','Acknowledgement, Block: 13','Data Packet, Block: 14','Acknowledgement, Block: 14','Data Packet, Block: 15','Acknowledgement, Block: 15','Data Packet, Block: 16','Acknowledgement, Block: 16','Data Packet, Block: 17','Acknowledgement, Block: 17','Data Packet, Block: 18','Acknowledgement, Block: 18','Data Packet, Block: 19','Acknowledgement, Block: 19','Data Packet, Block: 20','Acknowledgement, Block: 20','Data Packet, Block: 21','Acknowledgement, Block: 21','Data Packet, Block: 22','Acknowledgement, Block: 22','Data Packet, Block: 23','Acknowledgement, Block: 23','Data Packet, Block: 24','Acknowledgement, Block: 24','Data Packet, Block: 25','Acknowledgement, Block: 25','Data Packet, Block: 26','Acknowledgement, Block: 26','Data Packet, Block: 27','Acknowledgement, Block: 27','Data Packet, Block: 28','Acknowledgement, Block: 28','Data Packet, Block: 29','Acknowledgement, Block: 29','Data Packet, Block: 30','Acknowledgement, Block: 30','Data Packet, Block: 31','Acknowledgement, Block: 31','Data Packet, Block: 32','Acknowledgement, Block: 32','Data Packet, Block: 33','Acknowledgement, Block: 33','Data Packet, Block: 34','Acknowledgement, Block: 34','Data Packet, Block: 35','Acknowledgement, Block: 35','Data Packet, Block: 36','Acknowledgement, Block: 36','Data Packet, Block: 37','Acknowledgement, Block: 37','Data Packet, Block: 38','Acknowledgement, Block: 38','Data Packet, Block: 39','Acknowledgement, Block: 39','Data Packet, Block: 40','Acknowledgement, Block: 40','Data Packet, Block: 41','Acknowledgement, Block: 41','Data Packet, Block: 42','Acknowledgement, Block: 42','Data Packet, Block: 43','Acknowledgement, Block: 43','Data Packet, Block: 44','Acknowledgement, Block: 44','Data Packet, Block: 45','Acknowledgement, Block: 45','Data Packet, Block: 46','Acknowledgement, Block: 46','Data Packet, Block: 47','Acknowledgement, Block: 47','Data Packet, Block: 48','Acknowledgement, Block: 48','Data Packet, Block: 49 (last)','Acknowledgement, Block: 49','HTTP/1.1 304 Not Modified ','GET /ga.js HTTP/1.1 '}
@attribute Traffic_catagory {browsers,peer-peer_client,filezilla,telnet,monitoring_tools}

@data
172.31.19.54,172.31.19.73,SNMP,82,'get-request 1.3.6.1.2.1.1.2.0',monitoring_tools
172.31.19.54,172.31.19.73,SNMP,96,'get-request 1.3.6.1.2.1.1.5.0 1.3.6.1.2.1.1.6.0',monitoring_tools
172.31.19.73,172.31.19.54,SNMP,115,'get-response 1.3.6.1.2.1.1.5.0 1.3.6.1.2.1.1.6.0',monitoring_tools
172.31.19.54,172.31.19.73,SNMP,178,'set-request 1.3.6.1.4.1.253.8.51.8.2.1.2.1 1.3.6.1.4.1.253.8.51.8.2.1.3.1 1.3.6.1.4.1.253.8.51.8.2.1.4.1 1.3.6.1.4.1.253.8.51.8.2.1.5.1',monitoring_tools
172.31.19.73,172.31.19.54,SNMP,178,'get-response 1.3.6.1.4.1.253.8.51.8.2.1.2.1 1.3.6.1.4.1.253.8.51.8.2.1.3.1 1.3.6.1.4.1.253.8.51.8.2.1.4.1 1.3.6.1.4.1.253.8.51.8.2.1.5.1',monitoring_tools
172.31.19.54,172.31.19.73,SNMP,90,'set-request 1.3.6.1.4.1.253.8.51.9.2.1.2.10.1',monitoring_tools
172.31.19.73,172.31.19.54,SNMP,90,'get-response 1.3.6.1.4.1.253.8.51.9.2.1.2.10.1',monitoring_tools
