49586,80
53734,80
54512,80
54526,80
49184,80
40116,80
46968,80
41040,80
41042,80
41044,80
36564,80
36566,80
36568,80
36570,80
49314,80
49316,80
49318,80
49320,80
36566,80
36568,80
36564,80
36570,80
49316,80
49314,80
49318,80
49320,80
41042,80
41048,80
41042,80
41040,80
41050,80
41044,80
41046,80
41042,80
41042,80
41042,80
41042,80
53734,80
41048,80
41040,80
41050,80
41042,80
41042,80
41042,80
38302,80
42000,80
53734,80
38302,80
38302,80
38302,80
49584,80
49586,80
45224,80
42000,80
42000,80
49586,80
45224,80
45224,80
42000,80
49584,80
49584,80
49584,80
49584,80
49584,80
41042,80
41048,80
41050,80
41040,80
41040,80
43706,80
54512,80
41050,80
41048,80
41042,80
41044,80
41046,80
53734,80
54512,80
41040,80
53734,80
36418,80
37598,80
36418,80
41048,80
41042,80
41050,80
41044,80
53734,80
41050,80
36418,80
41044,80
41042,80
41046,80
41048,80
41046,80
53734,80
36418,80
56744,80
37602,80
41040,80
56744,80
56744,80
37598,80
37598,80
56744,80
46880,80
46880,80
46880,80
41042,80
41050,80
46880,80
41048,80
41044,80
41046,80
37602,80
49584,80
37598,80
49584,80
54526,80
54526,80
49584,80
49584,80
49584,80
49586,80
49584,80
49584,80
49586,80
49586,80
57316,80
57318,80
49586,80
49586,80
49586,80
49586,80
49586,80
49586,80
49586,80
49586,80
49586,80
49586,80
49586,80
57316,80
57316,80
49586,80
57318,80
49586,80
49586,80
49586,80
49586,80
49586,80
57316,80
57316,80
57316,80
57316,80
57316,80
57316,80
57316,80
57316,80
57316,80
57316,80
45036,80
45038,80
45040,80
41648,80
41650,80
41652,80
41654,80
47648,80
47650,80
47652,80
36644,80
36646,80
51226,80
41648,80
51228,80
41650,80
51230,80
36646,80
36644,80
45036,80
45038,80
45040,80
54486,80
49586,80
47650,80
47652,80
47648,80
55760,80
55762,80
55764,80
49586,80
54486,80
41490,80
51230,80
51226,80
41496,80
55762,80
55762,80
55760,80
55760,80
55764,80
55764,80
55774,80
41490,80
41490,80
47220,80
47222,80
47224,80
47226,80
47228,80
47230,80
47220,80
47222,80
47224,80
47220,80
55762,80
55760,80
55764,80
55774,80
41496,80
41490,80
51228,80
47220,80
51228,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
49184,80
41490,80
49184,80
41496,80
60668,80
38302,80
41648,80
51850,80
41648,80
41522,80
41524,80
47220,80
47222,80
38302,80
47220,80
47222,80
56170,80
60668,80
40924,80
60668,80
60668,80
60668,80
41490,80
41490,80
37622,80
37622,80
41496,80
51862,80
41496,80
56180,80
46300,80
46302,80
40938,80
41522,80
51862,80
40938,80
51862,80
40938,80
41524,80
40938,80
46300,80
46302,80
42296,80
46300,80
46302,80
54486,80
41490,80
56170,80
56170,80
46302,80
46300,80
59266,80
41496,80
54486,80
53052,80
51862,80
51862,80
42296,80
42296,80
51862,80
48622,80
48624,80
51862,80
51862,80
51862,80
48624,80
48622,80
59266,80
39886,80
39888,80
39890,80
39892,80
39894,80
39896,80
44342,80
41496,80
59266,80
50198,80
50200,80
33984,80
33986,80
33988,80
39886,80
39888,80
53052,80
39886,80
39892,80
39890,80
39894,80
33984,80
33988,80
33986,80
33710,80
51850,80
42296,80
56170,80
60748,80
60750,80
42296,80
33710,80
45224,80
40924,80
33710,80
60748,80
60750,80
33710,80
43706,80
50200,80
50198,80
41490,80
41522,80
41496,80
59266,80
41496,80
41524,80
39886,80
59266,80
59266,80
56180,80
40924,80
50002,80
50004,80
45224,80
37622,80
43706,80
43706,80
37622,80
41490,80
51850,80
41522,80
41490,80
41522,80
46300,80
52258,80
41524,80
41496,80
46300,80
50004,80
50002,80
50004,80
41524,80
56180,80
39886,80
39888,80
39892,80
39890,80
39894,80
39896,80
47222,80
47220,80
47222,80
41648,80
41648,80
45302,80
52258,80
52258,80
41522,80
41490,80
41496,80
40938,80
41524,80
40938,80
50004,80
39886,80
39886,80
39888,80
39892,80
39896,80
39890,80
45302,80
47220,80
39894,80
47650,80
51230,80
37622,80
50004,80
36418,80
37622,80
36418,80
39896,80
39894,80
39890,80
37622,80
39892,80
39888,80
47220,80
37700,80
37702,80
47220,80
37700,80
37702,80
37622,80
37700,80
37700,80
37622,80
52258,80
39886,80
47220,80
55764,80
47650,80
47220,80
50004,80
39896,80
55764,80
39888,80
55764,80
60350,80
57546,80
57546,80
57546,80
57546,80
36418,80
36418,80
39890,80
46300,80
46302,80
55764,80
39892,80
39894,80
46300,80
46302,80
46464,80
60350,80
60350,80
33984,80
33988,80
33984,80
33988,80
39694,80
46464,80
46464,80
52258,80
60350,80
39694,80
35404,80
36534,80
46464,80
51230,80
36536,80
45036,80
45038,80
45036,80
45038,80
60350,80
60350,80
52258,80
35404,80
36534,80
35404,80
49586,80
49584,80
49586,80
36534,80
49586,80
36536,80
36536,80
49584,80
45224,80
49586,80
45224,80
56380,80
41046,80
41044,80
56382,80
56380,80
56380,80
41044,80
41046,80
56382,80
56380,80
36566,80
36564,80
36568,80
36570,80
49316,80
49314,80
49318,80
49320,80
36566,80
36568,80
36570,80
36564,80
49316,80
49314,80
49318,80
49320,80
50004,80
50004,80
50004,80
50004,80
37602,80
36418,80
36418,80
50004,80
50004,80
37602,80
50004,80
50004,80
50004,80
50004,80
50004,80
50004,80
50004,80
50004,80
50004,80
50004,80
50004,80
